e2_idxs	e1_label	probability	e2_label	sent_id	words	e1_idxs	doc_id	ext_id	is_correct	Wrong gene	multiple gene issue	wrong phenotype	split phenotype	no_phenotype_in_sentence	note	multisence_needed
[14]	GeneName	0.26829833171477024	PhenoName	203	["Combining", "_", "rps10b-1", "_", "and", "_", "cuc3", "_", "doubled", "the", "proportion", "of", "seedlings", "showing", "cotyledon", "fusion", "(", "13.9", "%", ",", "compared", "to", "7.7", "%", "for", "_", "cuc3", "_", "alone", ",", "2", "=", "6.77", ",", "p", "=", "0.01", ")", "."]	[26]	10.1186.1471-2229-12-160	532	false	\N	\N	true	\N	\N	\N	\N
[72, 73]	GeneName	0.49870858834470605	PhenoName	159	["While", "the", "class", "I", "_", "tso1", "_", "alleles", ",", "exemplified", "by", "the", "missense", "mutations", "of", "conserved", "cysteine", "residues", "in", "the", "CXC", "domain", ",", "develop", "abnormal", "floral", "organs", "and", "exhibit", "meristem", "fasciation", ",", "the", "class", "II", "_", "tso1", "_", "alleles", ",", "represented", "by", "the", "_", "tso1", "_", "nonsense", "allele", "and", "the", "T-DNA", "insertion", "allele", ",", "do", "not", "show", "any", "such", "defects", "in", "floral", "organ", "morphology", "or", "meristem", "fasciation", ",", "but", "rather", "they", "develop", "small", "siliques", "with", "reduced", "seed", "set", "."]	[36]	10.1371.journal.pgen.1002352	1533	true	\N	\N	\N	\N	\N	\N	\N
[30]	GeneName	0.11881428285971048	PhenoName	150	["In", "this", "study", ",", "the", "expression", "of", "each", "three", "selected", "seed", "storage", "protein", "and", "oleosin", "genes", "were", "induced", "higher", "by", "ABA", "in", "germinated", "seeds", "of", "_", "abi5", "_", "than", "in", "WT", "(", ")", ",", "suggesting", "that", ",", "unlike", "ABI3", "during", "seed", "development", ",", "ABI5", "can", "inhibit", "the", "expression", "of", "the", "selected", "seed", "storage", "protein", "and", "oleosin", "genes", "during", "seed", "germination", "."]	[26]	10.1093.jxb.ert343	1057	false	\N	\N	true	\N	\N	\N	\N
[7]	GeneName	0.11901787850229108	PhenoName	86	["Relative", "expression", "levels", "of", "target", "genes", "in", "WT", ",", "_", "cpr5", "_", ",", "and", "_", "CPR5", "_", "over-expression", "plants", "with", "or", "without", "ABA", "treatments", ",", "were", "calculated", "based", "on", "corresponding", "levels", "in", "wild-type", "plants", "without", "ABA", "treatment", "."]	[10]	10.1371.journal.pone.0019406	1362	false	\N	\N	\N	\N	true	\N	\N
[3]	GeneName	0.731242295759351	PhenoName	54	["In", "contrast", "to", "WT", "and", "_", "lox1-2", "35S", ":", "LOX1", "_", ",", "_", "lox1", "_", "mutants", "were", "significantly", "compromised", "in", "their", "ability", "to", "close", "stomata", "in", "response", "to", "virulent", "_", "Pst", "_", "DC3000", "and", "avirulent", "_", "Pst", "_", "DC3000", "_", "AvrRpm1", "_", "strains", "."]	[13]	10.1371.journal.pbio.1001513	862	false	\N	\N	\N	true	\N	\N	\N
[4, 5]	GeneName	0.4986316510923305	PhenoName	335	["Other", "dwarf", "mutants", "with", "collapsed", "xylem", "phenotypes", ",", "particularly", "_", "irx9", "_", "and", "_", "parvus-3", "_", ",", "have", "dehiscent", "anthers", "that", "release", "pollen", "(", "Supplemental", "Figure", ")", "and", "produce", "seeds", "under", "the", "same", "growth", "conditions", "."]	[10]	10.3389.fpls.2014.00357	1020	true	\N	\N	\N	\N	\N	\N	\N
[5]	GeneName	0.268680662699465	PhenoName	53	["Moreover", ",", "an", "analysis", "of", "mitochondrial", "intron", "splicing", "in", "_", "mterf15", "_", "mutants", "revealed", "defective", "RNA", "splicing", "of", "_", "nad2", "_", "intron", "3", ",", "which", "led", "to", "a", "deficiency", "in", "complex", "I", "activity", "."]	[19]	10.1371.journal.pone.0112360	781	false	\N	\N	\N	\N	\N	\N	\N
[16, 17]	GeneName	0.7305028512085232	PhenoName	153	["In", "contrast", "to", "the", "gain-of-function", "mutant", "_", "adp1", "_", "-", "D", ",", "the", "quadruple", "mutants", "showed", "retarded", "growth", "from", "early", "developmental", "stages", "to", "maturation", "."]	[7]	10.1371.journal.pgen.1003954	1674	false	\N	\N	\N	\N	\N	\N	true
[9]	GeneName	0.2678120868117117	PhenoName	116	["Accordingly", ",", "after", "a", "3-day", "stratification", "treatment", ",", "both", "WT", "and", "_", "abi4", "_", "mutant", "seeds", "contained", "lower", "ABA", "levels", ",", "and", "importantly", ",", "the", "ABA", "levels", "were", "comparable", "between", "WT", "and", "_", "abi4", "_", "."]	[33]	10.1371.journal.pgen.1003577	442	\N	\N	\N	\N	\N	\N	\N	\N
[19]	GeneName	0.2686089382801856	PhenoName	313	["_", "msh4W_s", "was", "genotyped", "using", "primers", "msh4", "#", "1", "and", "msh4", "#", "2", "at", "57C", "for", "30", "cycles", "(", "wt", "allele", ":", "805", "bp", ";", "mutant", "allele", "749", "bp", ")", "."]	[6]	10.1371.journal.pgen.1002799	875	\N	\N	\N	\N	\N	\N	\N	\N
[18]	GeneName	0.2677698635951831	PhenoName	111	["As", "described", "above", ",", "_", "abi4", "_", "seeds", "subjected", "to", "short-term", "storage", "exhibited", "significantly", "reduced", "dormancy", "compared", "with", "WT", "seeds", ",", "but", "the", "difference", "in", "germination", "rate", "between", "_", "abi4", "_", "and", "WT", "was", "decreased", "moderately", "or", "even", "abolished", "after", "stratification", "or", "longer", "period", "of", "storage", "."]	[29]	10.1371.journal.pgen.1003577	437	\N	\N	\N	\N	\N	\N	\N	\N
[20]	GeneName	0.2686035302514349	PhenoName	255	["Tolerance", "of", "_", "ahr1", "_", ",", "_", "nhr1", "_", ",", "_", "miz1", "_", ",", "_", "miz2", "_", ",", "and", "the", "wt", "to", "exogenous", "cytokinins", "."]	[11]	10.1093.jxb.ers025	1239	\N	\N	\N	\N	\N	\N	\N	\N
[23]	GeneName	0.26865737628370234	PhenoName	158	["Our", "experimental", "results", "showed", "that", "catalase", "activity", "is", "reduced", "in", "_", "rug1", "_", "plants", "grown", "under", "long", "day", "conditions", "(", "and", "hence", "exhibiting", "large", "chlorotic", "areas", ")", "as", "in", "_", "cf1", "_", "yellow", "sectors", ",", "supporting", "the", "model", "that", "reduced", "antioxidant", "activity", "is", "responsible", "for", "the", "formation", "of", "damaged", "areas", "."]	[30]	10.1371.journal.pone.0053378	201	\N	\N	\N	\N	\N	\N	\N	\N
[52]	GeneName	0.7313075472015002	PhenoName	190	["Surprisingly", ",", "_", "CBF_s", "were", "significantly", "induced", "by", "cold", "stress", "in", "_", "wrky34", "_", "mutants", "rather", "than", "in", "the", "WT", ",", "and", "disruption", "of", "_", "WRKY34", "_", "also", "enhanced", "induction", "of", "_", "CBF", "_", "-", "targeted", "genes", "(", ";", ")", ",", "implying", "that", "the", "cold-induced", "expression", "of", "_", "WRKY34", "_", "in", "the", "WT", "might", "repress", "expression", "of", "cold-induced", "_", "CBF", "_", "genes", "in", "mature", "pollen", "."]	[12]	10.1093.jxb.erq204	1433	\N	\N	\N	\N	\N	\N	\N	\N
[23]	GeneName	0.2698254442993184	PhenoName	163	["However", ",", "the", "_", "fut4/fut6", "_", "mutant", "did", "not", "show", "a", "root", "phenotype", "under", "normal", "growth", "conditions", "suggesting", "that", "the", "_", "mur1", "_", "short", "root", "phenotype", "can", "not", "be", "attributed", "entirely", "to", "the", "lack", "of", "Fuc", "on", "root", "AGPs", "."]	[21]	10.1371.journal.pone.0093291	855	\N	\N	\N	\N	\N	\N	\N	\N
[34]	GeneName	0.7312407525661871	PhenoName	217	["In", "order", "to", "test", "whether", "the", "_", "spl9", "__", "spl15", "_", "double", "mutant", "and", "the", "_", "MIR156b", "_", "overexpressor", "are", "defective", "in", "gibberellin", "sensitivity", "or", "biosynthesis", ",", "we", "exogenously", "applied", "GA3", "and", "compared", "the", "onset", "of", "abaxial", "trichome", "production", "to", "mock", "treated", "and", "wild-type", "plants", "grown", "in", "LD1", "(", "Fig", ".", ")"]	[9]	10.1007.s11103-008-9310-z	1339	\N	\N	\N	\N	\N	\N	\N	\N
[15]	GeneName	0.2694264142986299	PhenoName	393	["In", "contrast", ",", "CCRC-M149", "labels", "a", "thinner", "wall", "in", "_", "irx8", "_", "fibers", "with", "similar", "intensity", "(", "i.e.", ",", "epitope", "density", ")", "in", "both", "_", "irx8", "_", "and", "_", "irx8", "+", "GAUT12", "_", "plants", "compared", "to", "WT", "plants", ",", "suggesting", "that", "the", "CCRC-M149-reactive", "xylan", "was", "perhaps", "indirectly", "affected", "by", "the", "_", "irx8", "_", "mutation", "."]	[10]	10.3389.fpls.2014.00357	1039	\N	\N	\N	\N	\N	\N	\N	\N
[14]	GeneName	0.2677393274158698	PhenoName	117	["In", "contrast", ",", "3", "%", "glucose", "promoted", "expression", "of", "_", "ADP-Glucose", "pyrophosphrylase", "_", ",", "large", "subunit", "(", "_", "APL3", "_", ")", "(", "AT4G39210", ")", ",", "a", "rate", "limiting", "enzyme", "for", "starch", "synthesis", "and", "the", "anthocyanin", "biosynthesis", "gene", "_", "chalcone", "synthase", "_", "(", "_", "CHS", "_", ")", "(", "AT5G13930", ")", "for", "several", "folds", "in", "Col-0", "."]	[38, 39]	10.1371.journal.pone.0056412	822	\N	\N	\N	\N	\N	\N	\N	\N
[50]	GeneName	0.2681882716408732	PhenoName	188	["A", "PSI-BLAST", "search", "of", "the", "_", "C.", "elegans", "_", "subset", "of", "nr", "identifies", "the", "putative", "Cst9", "orthologue", "ZHP-3", "(", "E", "=", "5e-05", ",", "NP_492311", ")", "as", "the", "most", "significant", "protein", "hit", ",", "in", "addition", "to", "its", "wormbase-reported", "ZHP-3", "paralogues", "(", "F55A12", ".10", ",", "Y39B6A", ".1", ",", "D1081", ".9", ")", "with", "borderline", "or", "below", "significance", "similarities", "."]	[11]	10.1371.journal.pgen.1002799	874	\N	\N	\N	\N	\N	\N	\N	\N
[4]	GeneName	0.2681486517298717	PhenoName	155	["In", "fact", ",", "the", "cotyledon", "greening", "and", "expansion", "(", ")", ",", "as", "well", "as", "the", "root", "growth", "of", "the", "_", "cpr5-1", "_", "mutant", "(", ")", ",", "were", "also", "inhibited", "at", "the", "postgermination", "stage", ",", "and", "at", "7", "days", ",", "only", "40", "%", "of", "the", "_", "cpr5", "_", "plant", "had", "small", "green", "cotyledons", "."]	[45]	10.1371.journal.pone.0019406	1368	\N	\N	\N	\N	\N	\N	\N	\N
[16, 17]	GeneName	0.49817621161138886	PhenoName	177	["Impaired", "chloroplast", "activity", "results", "in", "reduced", "chlorophyll", "levels", "in", "_", "mda1", "_", "plants", ",", "leading", "to", "pale", "green", "organs", "and", "general", "stunted", "growth", ",", "as", "shown", "by", "the", "lower", "weight", "and", "reduced", "height", "of", "_", "mda1", "_", "plants", "."]	[10]	10.1371.journal.pone.0042924	316	\N	\N	\N	\N	\N	\N	\N	\N
[9]	GeneName	0.26866738960289976	PhenoName	256	["Disruption", "of", "phytoene", "desaturase", "gene", "results", "in", "albino", "and", "dwarf", "phenotypes", "in", "_", "Arabidopsis", "_", "by", "impairing", "chlorophyll", ",", "carotenoid", ",", "and", "gibberellin", "biosynthesis", "."]	[2, 3]	10.1093.jxb.ers078	961	\N	\N	\N	\N	\N	\N	\N	\N
[30, 31, 32, 33]	GeneName	0.4992984251771285	PhenoName	103	["Also", ",", "we", "observed", "that", "the", "_", "cpn20", "_", "-", "_", "1", "_", "mutant", "showed", "higher", "capacity", "to", "conserve", "its", "water", "at", "the", "whole-plant", "level", "but", "the", "OE2", "line", "showed", "less", "resistant", "to", "drought", "than", "the", "wild-type", "plants", "(", "Fig.g", ")", "."]	[7]	10.1007.s11103-013-0082-8	894	\N	\N	\N	\N	\N	\N	\N	\N
[14]	GeneName	0.4999449899715755	PhenoName	129	["As", "expected", ",", "the", "addition", "of", "50", "M", "ACC", "led", "to", "a", "recovery", "in", "cotyledon", "greening", "in", "_", "cbl1", "_", "mutant", "plants", "under", "high", "glucose", "concentration", "."]	[18]	10.1371.journal.pone.0056412	824	\N	\N	\N	\N	\N	\N	\N	\N
[19]	GeneName	0.26776635721813546	PhenoName	69	["The", "sequence", "change", "in", "_", "rug1", "_", "is", "predicted", "to", "cause", "an", "AlaVal", "substitution", "in", "the", "RUG1", "protein", "at", "position", "246", ",", "a", "residue", "that", "is", "highly", "conserved", "among", "PBGDs", "."]	[5]	10.1371.journal.pone.0053378	187	\N	\N	\N	\N	\N	\N	\N	\N
[12]	GeneName	0.2681036282042745	PhenoName	7	["_", "hlq", "_", "and", "two", "additional", "alleles", "that", "vary", "in", "their", "phenotypic", "severity", "of", "starch", "accumulation", "in", "the", "light", "and", "dark", "have", "been", "isolated", ",", "and", "it", "is", "shown", "that", "they", "are", "alleles", "of", "_", "bin3/hyp6/rhl3", "_", "/", "Topoisomerase6B", "."]	[1]	10.1093.jxb.eru198_2	701	\N	\N	\N	\N	\N	\N	\N	\N
[26]	GeneName	0.2681578765793577	PhenoName	158	["Flourescence", "was", "visible", "in", "some", "cells", "of", "the", "epidermis", "of", "the", "cotyledon", ",", "associated", "with", "nuclei", "(", "both", "diffuse", "and", "punctate", ")", ",", "as", "well", "as", "diffuse", "within", "the", "cell", "cytoplasm", "of", "some", "cells", "in", "_", "prn1", "_", "transformed", "with", "_", "PRN1", "_", ":", ":", "PRN1-GFP", "."]	[36]	10.1371.journal.pone.0093371	1097	\N	\N	\N	\N	\N	\N	\N	\N
[30]	GeneName	0.7332986856435829	PhenoName	53	["To", "test", "whether", "_", "LOX1", "_", "exerts", "its", "effect", "on", "plant", "immunity", "at", "the", "guard", "cell", "level", ",", "we", "compared", "the", "behavior", "of", "stomata", "of", "_", "lox1", "_", "mutants", "with", "WT", "plants", "in", "response", "to", "_", "Pst", "_", "."]	[26]	10.1371.journal.pbio.1001513	861	\N	\N	\N	\N	\N	\N	\N	\N
[37]	GeneName	0.2665953672861001	PhenoName	148	["After", "cold", "treatment", ",", "the", "level", "of", "_", "WRKY34", "_", "in", "_", "agl66", "_", ",", "_", "agl65", "_", ",", "and", "_", "agl104", "_", "was", "1.2", ",", "1.9", ",", "and", "1.6", "times", ",", "respectively", ",", "that", "in", "the", "WT", "."]	[16]	10.1093.jxb.erq204	1397	\N	\N	\N	\N	\N	\N	\N	\N
[31]	GeneName	0.7334434310458054	PhenoName	37	["Thus", "the", "exact", "specificity", "is", "not", "known", ",", "but", "Chromatin", "Immuno", "Precipitation", "(", "ChIP", ")", "at", "_", "FLC", "_", "and", "other", "loci", "in", "_", "ashh2/sdg8/efs", "/", "ccr1", "_", "mutants", "compared", "to", "wt", "has", "suggested", "that", "ASHH2", "is", "a", "H3K4", "trimethyltransferase", ",", "and/or", "a", "H3K36", "di", "-", "and", "trimethyltransferase", "."]	[26]	10.1371.journal.pone.0007817	21	\N	\N	\N	\N	\N	\N	\N	\N
[49, 50]	GeneName	0.4992841353225601	PhenoName	22	["It", "is", "widely", "perceived", "that", "plants", "do", "not", "flower", "even", "under", "photo-inductive", "conditions", "until", "they", "accumulate", "enough", "sugar", "reserves", "for", "the", "induction", "of", "flowering", "-LSB-", "-", "-RSB-", ",", "which", "is", "consistent", "with", "the", "observations", "that", "low-starch-containing", "mutants", ",", "such", "as", "_", "pgm1", "_", "and", "_", "pgi", "_", ",", "exhibit", "retarded", "growth", "and", "delayed", "flowering", "-LSB-", ",", "-RSB-", "."]	[45]	10.1186.s12870-015-0503-8	655	\N	\N	\N	\N	\N	\N	\N	\N
[11]	GeneName	0.8810362502263109	PhenoName	181	["In", "contrast", ",", "the", "GFP", "signals", "were", "significantly", "decreased", "at", "the", "cotyledon", "primordia", "in", "_", "ncp1", "_", "single", "and", "_", "ncp1", "pid", "_", "double", "mutants", "."]	[21]	PGENETICS-D-15-01713	1485	\N	\N	\N	\N	\N	\N	\N	\N
[39, 40]	GeneName	0.8810110847954331	PhenoName	22	["Although", "a", "_", "yuc", "_", "single", "mutant", "in", "_", "Arabidopsis", "_", "does", "not", "show", "an", "obvious", "phenotype", ",", "the", "mutation", "of", "multiple", "_", "YUC", "_", "genes", "leads", "to", "a", "diversity", "of", "auxin-related", "phenotypes", ",", "including", "reduced", "apical", "dominance", ",", "crinkled", "leaves", ",", "simple", "venation", ",", "and", "abnormal", "flower", "development", ",", "demonstrating", "that", "YUC-modulated", "local", "auxin", "biosynthesis", "is", "critical", "for", "plant", "morphogenesis", "and", "architecture", "formation", "."]	[3]	10.1371.journal.pgen.1003759	836	\N	\N	\N	\N	\N	\N	\N	\N
[26, 27, 28]	GeneName	0.499447646280893	PhenoName	169	["Whether", "this", "applies", "to", "_", "max2", "_", "plants", "remains", "to", "be", "solved", ":", "according", "to", "Ha", "et", "al.", "2014", "-LSB-", "-RSB-", "_", "max2", "_", "mutants", "have", "increased", "stomatal", "density", "while", "Bu", "et", "al.", "2014", "-LSB-", "-RSB-", "observe", "no", "such", "difference", "."]	[5]	10.1186.s12870-015-0434-4	665	\N	\N	\N	\N	\N	\N	\N	\N
[31]	GeneName	0.2685508879556724	PhenoName	110	["To", "confirm", "that", "the", "flanking", "regions", "of", "the", "right", "borders", "of", "the", "T-DNA", "insertions", "were", "also", "restricted", "to", "the", "_", "fut4", "_", "and", "_", "fut6", "_", "genes", ",", "PCRs", "with", "T-DNA", "right", "border", "(", "RB", ")", "primers", "and", "_", "FUT4", "_", "-", "or", "_", "FUT6", "_", "-", "specific", "left", "primers", "(", "LP", ")", "were", "performed", ",", "but", "no", "amplifications", "were", "obtained", "."]	[24]	10.1093.jxb.ert321	366	\N	\N	\N	\N	\N	\N	\N	\N
[31]	GeneName	0.269066962071841	PhenoName	9	["_", "prn1", "_", "mutant", "seedlings", "grown", "for", "3", "days", "in", "continuous", "white", "light", "display", "disoriented", "hypocotyl", "growth", "compared", "to", "WT", ",", "but", "hypocotyls", "of", "dark-grown", "_", "prn1", "_", "seedlings", "appeared", "like", "WT", "."]	[26]	10.1371.journal.pone.0093371	1063	\N	\N	\N	\N	\N	\N	\N	\N
[15]	GeneName	0.5004485238555318	PhenoName	177	["These", "data", "indicate", "that", "_", "ape1", "+", "/", "zdp", "/", "_", "mutant", "is", "indeed", "maternally", "lethal", "(", "and", "."]	[5]	10.1371.journal.pgen.1004905	1136	\N	\N	\N	\N	\N	\N	\N	\N
[40]	GeneName	0.26875163005962055	PhenoName	34	["In", "line", "with", "this", "conclusion", ",", "some", "ABA-deficient", "mutants", "such", "as", "_", "nced6", "_", ",", "_", "nced3", "_", ",", "_", "nced5", "_", ",", "_", "nced9", "_", ",", "_", "aba2", "_", "and", "_", "aao3", "_", "are", "better", "able", "to", "germinate", "than", "WT", "seeds", "."]	[32]	10.1371.journal.pgen.1003577	390	\N	\N	\N	\N	\N	\N	\N	\N
[4]	GeneName	0.49953017190370713	PhenoName	131	["Moreover", ",", "when", "unstressed", "WT", "pollen", "was", "crossed", "onto", "cold-stressed", "stigmas", "of", "WT", "and", "_", "wrky34", "_", "mutant", "plants", ",", "no", "differences", "in", "seed", "set", "were", "recorded", "(", "data", "not", "shown", ")", "."]	[15]	10.1093.jxb.erq204	1386	\N	\N	\N	\N	\N	\N	\N	\N
[26]	GeneName	0.5020942724855247	PhenoName	240	["The", "seeds", "were", "sowed", "and", "seedlings", "emerging", "manifesting", "the", "anticipated", "phenotypes", "of", "the", "double", "_", "taa1", "tar2", "_", "or", "quadruple", "_", "yuc1", ",2,4,6", "_", "mutants", "(", "dwarfism", "and", "reduced", "apical", "dominance", ")", "were", "selected", "for", "further", "experimentation", "."]	[16]	10.1038.ncomms9041	1517	\N	\N	\N	\N	\N	\N	\N	\N
[13]	GeneName	0.26783571188936095	PhenoName	117	["However", ",", "_", "nhr1", "_", "roots", "were", "significantly", "longer", "than", "those", "of", "the", "wt", ",", "_", "miz1", "_", ",", "and", "_", "miz2", "_", "but", "significantly", "shorter", "than", "_", "ahr1", "_", "roots", ",", "although", "this", "no", "hydrotropic", "mutant", "could", "not", "reach", "the", "NM", "below", "."]	[28]	10.1093.jxb.ers025	1181	\N	\N	\N	\N	\N	\N	\N	\N
[12]	GeneName	0.2681326448818736	PhenoName	225	["Immunogold", "labelling", "of", "hypocotyls", "of", "_", "qua3", "_", ",", "QUA3-OE", ",", "and", "WT", "_", "Arabidopsis", "_", "seedlings", "."]	[6]	10.1093.jxb.err211	752	\N	\N	\N	\N	\N	\N	\N	\N
[45]	GeneName	0.2665946684490643	PhenoName	189	["This", "would", "explain", "the", "normal", "growth", "of", "_", "sfr3", "_", "plants", "in", "the", "warm", ",", "while", "other", "mutations", "of", "_", "ACC1", "_", "have", "been", "shown", "to", "be", "embryo", "lethal", "(", ")", "or", ",", "in", "the", "case", "of", "_", "gsd1", "_", "(", ")", ",", "to", "show", "clear", "phenotypic", "differences", "."]	[8]	10.1093.jxb.ers191	1708	\N	\N	\N	\N	\N	\N	\N	\N
[12]	GeneName	0.7329336655865832	PhenoName	171	["The", "_", "ahk1", "_", "mutants", "were", "more", "affected", "than", "those", "of", "the", "wt", "in", "the", "water", "potential", "conditions", "of", "the", "diagonal", "NMWSM", "screening", "system", "(", "data", "not", "shown", ")", "."]	[2]	10.1093.jxb.ers025	1212	\N	\N	\N	\N	\N	\N	\N	\N
[3]	GeneName	0.26789405779252023	PhenoName	100	["Therefore", ",", "a", "moderate", "dose", "of", "UV-C", "irradiation", "(", "3.6", "kJ", "m2", ")", "was", "used", "to", "investigate", "the", "role", "of", "_", "hy1", "_", "in", "UV-C", "hypersensitivity", "throughout", "this", "study", "."]	[21]	10.1093.jxb.ers078	959	\N	\N	\N	\N	\N	\N	\N	\N
[34]	GeneName	0.2665748153983329	PhenoName	155	["The", "others", "(", "_", "nad1", "_", ",", "_", "nad2", "_", ",", "_", "nad4", "_", ",", "_", "nad5", "_", "and", "_", "nad7", "_", ")", "contain", "multiple", "introns", "and", "are", "required", "for", "the", "normal", "function", "of", "mitochondrial", "complex", "I.", "Using", "the", "specific", "primer", "sets", "designed", "by", "Longevialle", "_", "et", "al", "_", "."]	[16]	10.1371.journal.pone.0112360	793	\N	\N	\N	\N	\N	\N	\N	\N
[75]	GeneName	0.26832867454004583	PhenoName	240	["Particular", "exceptions", "are", "the", "_", "wrky18", "wrky60", "_", "and", "_", "wrky40", "wrky60", "_", "double", "mutants", ":", "the", "former", "shows", "higher", "expression", "levels", "of", "both", "_", "ABI4", "_", "and", "_", "ABI5", "_", ",", "and", "the", "latter", "has", "the", "same", "levels", "of", "_", "ABI4", "_", "and", "_", "ABI5", "_", "as", "the", "_", "wrky60", "_", "ABA-hypersensitive", "mutant", ",", "but", "both", "mutants", "show", "a", "wild-type", "ABA", "response", ",", "which", ",", "however", ",", "supports", "the", "function", "of", "WRKY60", "as", "a", "central", "balancer", "of", "WRKY18", "and", "WRKY40", "."]	[5]	10.1093.jxb.ers293	1733	\N	\N	\N	\N	\N	\N	\N	\N
[36]	GeneName	0.731722722590098	PhenoName	208	["Interestingly", ",", "_", "SDG2", "_", "is", "also", "required", "for", "root", "growth", ",", "and", "the", "differences", "between", "the", "_", "sdg2", "_", "mutant", "and", "the", "Col", "Wt", "were", "similar", "to", "those", "between", "_", "atx1-1", "_", "and", "the", "Ws", "Wt", "(", ";", "."]	[18]	10.1093.jxb.eru355	1614	\N	\N	\N	\N	\N	\N	\N	\N
[26]	GeneName	0.26843862706529603	PhenoName	119	["Because", "glycerol", "was", "used", "as", "an", "osmolyte", "in", "the", "WSM", "region", "of", "both", "horizontal", "screening", "systems", "(", "NMWSM", "and", "WSMNM", ")", ",", "_", "ahr1", "_", "and", "wt", "seedlings", "were", "grown", "at", "different", "glycerol", "concentrations", "to", "evaluate", "the", "sensitivity", "of", "their", "primary", "roots", "to", "glycerol", "in", "the", "absence", "of", "a", "water", "potential", "gradient", "."]	[23]	10.1093.jxb.ers025	1182	\N	\N	\N	\N	\N	\N	\N	\N
[6]	GeneName	0.5003741204298386	PhenoName	41	["These", "lines", "were", "then", "backcrossed", "in", "WT", "and", "tested", "for", "allelism", "with", "the", "EMS", "_", "psi2", "_", "mutants", "."]	[15]	10.1371.journal.pone.0002699	1789	\N	\N	\N	\N	\N	\N	\N	\N
[12, 13]	GeneName	0.4980245526096763	PhenoName	247	["The", "double", "mutations", "of", "_", "APE1L", "_", "and", "_", "APE2", "_", "are", "embryonic", "lethal", ",", "but", "not", "paternally", "or", "maternally", "lethal", "based", "on", "our", "results", "and", "the", "segregation", "ratio", "of", "selfed", "_", "ape1l", "+", "/", "ape2", "/", "_", "reported", "previously", "."]	[35]	10.1371.journal.pgen.1004905	1138	\N	\N	\N	\N	\N	\N	\N	\N
[50]	GeneName	0.2674915645785745	PhenoName	320	["Most", "of", "the", "variation", "(", "98", "%", ")", "in", "FTIR", "spectral", "differences", "between", "cell", "wall", "extracts", "of", "_", "hlq", "_", ",", "_", "hlq", "_", "/", "+", "heterozygotes", ",", "and", "wild-type", "walls", "could", "be", "attributed", "to", "two", "PCs", ",", "with", "replicate", "_", "hlq", "_", "homozygous", "samples", "clustering", "separately", "in", "the", "lower", "left", "quadrant", "from", "_", "hlq", "/", "+", "_", "heterozygotes", ",", "and", "wild-type", "samples", "clustering", "broadly", "together", "in", "the", "other", "three", "quadrants", "."]	[18]	10.1093.jxb.eru198_2	725	\N	\N	\N	\N	\N	\N	\N	\N
[2]	GeneName	0.7308868572895888	PhenoName	142	["The", "comparatively", "mild", "underglycosylation", "defect", "present", "in", "the", "_", "alg3", "_", "null", "mutant", "(", ")", ",", "which", "was", "confirmed", "by", "partial", "restoration", "of", "complex", "_", "N", "_", "-", "glycan", "formation", "in", "the", "_", "cgl1", "_", "mutant", "(", ")", ",", "does", "not", "result", "in", "any", "detectable", "growth", "phenotype", "or", "in", "increased", "salt", "stress", "sensitivity", "(", ")", "and", "the", "_", "alg12", "_", "null", "mutant", "does", "not", "display", "any", "protein", "hypoglyocsylation", "at", "all", "."]	[58]	10.1111.j.1365-313X.2011.04688.x	911	\N	\N	\N	\N	\N	\N	\N	\N
[26]	GeneName	0.7324921857840526	PhenoName	185	["The", "enhanced", "expression", "of", "these", "genes", "in", "the", "_", "wrky34", "_", "mutants", "might", "be", "partly", "responsible", "for", "the", "lower", "decrease", "in", "pollen", "viability", "than", "in", "the", "WT", "under", "cold", "stress", "."]	[9]	10.1093.jxb.erq204	1431	\N	\N	\N	\N	\N	\N	\N	\N
[28]	GeneName	0.26843385340423515	PhenoName	78	["Using", "seeds", "subjected", "to", "one", "week", "of", "dry", "storage", ",", "the", "germination", "rate", "of", "_", "abi4", "_", "seeds", "was", "clearly", "shown", "to", "be", "significantly", "higher", "than", "that", "of", "WT", "without", "4C", "stratification", "treatment", "."]	[15]	10.1371.journal.pgen.1003577	409	\N	\N	\N	\N	\N	\N	\N	\N
[43]	GeneName	0.7328365856226333	PhenoName	104	["Interestingly", ",", "the", "effect", "of", "CFM4", "on", "seed", "germination", "and", "seedling", "growth", "of", "plants", "was", "confined", "to", "salt", "or", "cold", "stress", ",", "as", "no", "differences", "in", "seed", "germination", "and", "seedling", "growth", "were", "observed", "between", "the", "wild", "type", "and", "_", "cfm4", "_", "mutants", "under", "dehydration", "stress", "conditions", "."]	[39]	10.1186.1471-2229-14-98	818	\N	\N	\N	\N	\N	\N	\N	\N
[16, 17]	GeneName	0.11911110295286867	PhenoName	96	["Taking", "these", "results", "together", ",", "we", "suggest", "that", "the", "DET1-MSI4", "/", "FVE", "complex", "likely", "contributes", "to", "late", "flowering", "in", "SD", "by", "altering", "histone", "modification", "of", "the", "_", "FLC", "_", "locus", "in", "the", "autonomous", "pathway", "."]	[16, 17]	10.1038.srep09728	1151	\N	\N	\N	\N	\N	\N	\N	\N
